USER_ID,EDAD,GENERO,CIUDAD
81,52,MASCULINO,Soledad
82,52,MASCULINO,San Andres de Tumaco
83,29,FEMENINO,Santa Marta
84,37,MASCULINO,Soledad
85,25,FEMENINO,Popayan
86,28,MASCULINO,Valledupar
87,32,FEMENINO,Soledad
88,24,FEMENINO,San Andres de Tumaco
89,30,MASCULINO,Ipiales
90,36,FEMENINO,Medellin
91,38,MASCULINO,Sincelejo
92,53,MASCULINO,Monteria
93,48,FEMENINO,Magangue
94,31,FEMENINO,Santander de Quilichao
95,52,MASCULINO,Valledupar
96,31,MASCULINO,Bogota
97,41,FEMENINO,Barranquilla
98,47,FEMENINO,Envigado
99,25,FEMENINO,Soledad
100,52,FEMENINO,Maicao
101,35,MASCULINO,Popayan
102,42,MASCULINO,Riohacha
103,41,MASCULINO,Lorica
104,24,MASCULINO,Manizales
105,41,FEMENINO,Apartado
106,44,MASCULINO,Sabanalarga
107,58,MASCULINO,Quibdo
108,44,MASCULINO,Itagui
109,46,MASCULINO,Manizales
110,39,MASCULINO,Valledupar
111,33,MASCULINO,Santa Marta
112,44,FEMENINO,Caucasia
113,45,MASCULINO,Yopal
114,50,MASCULINO,Maicao
115,46,FEMENINO,Lorica
116,44,FEMENINO,Santa Marta
117,34,MASCULINO,Garzon
118,35,MASCULINO,Riohacha
119,50,MASCULINO,Girardot
120,21,FEMENINO,Manizales
121,32,FEMENINO,Tulua
122,36,MASCULINO,Ocana
123,36,FEMENINO,Sabanalarga
124,62,MASCULINO,Garzon
125,36,FEMENINO,Sincelejo
126,41,FEMENINO,Sogamoso
127,53,MASCULINO,Cali
128,33,MASCULINO,Soacha
129,45,MASCULINO,Popayan
130,31,FEMENINO,Neiva
131,48,MASCULINO,Santander de Quilichao
132,44,FEMENINO,Cali
133,52,MASCULINO,Zipaquira
134,50,MASCULINO,Palmira
135,40,MASCULINO,Sincelejo
136,28,FEMENINO,Manizales
137,73,MASCULINO,Tunja
138,24,FEMENINO,Soacha
139,48,MASCULINO,Duitama
140,46,MASCULINO,Pitalito
141,31,FEMENINO,Valledupar
142,38,FEMENINO,Barrancabermeja
143,39,FEMENINO,Ibague
144,60,MASCULINO,Floridablanca
145,40,MASCULINO,Bello
146,44,FEMENINO,Valledupar
147,45,FEMENINO,Pasto
148,23,MASCULINO,Envigado
149,26,FEMENINO,Magangue
150,48,FEMENINO,Valledupar
151,30,FEMENINO,Maicao
152,33,MASCULINO,Yumbo
153,53,FEMENINO,Rionegro
154,45,FEMENINO,Medellin
155,61,MASCULINO,Monteria
156,28,MASCULINO,Sabanalarga
157,64,MASCULINO,Valledupar
158,33,FEMENINO,Facatativa
159,43,FEMENINO,Tierralta
160,41,MASCULINO,Manizales
161,18,FEMENINO,Manizales
162,24,FEMENINO,Quibdo
163,26,MASCULINO,Valledupar
164,41,FEMENINO,Villavicencio
165,38,FEMENINO,Sogamoso
166,34,FEMENINO,Manizales
167,46,FEMENINO,Sogamoso
168,39,MASCULINO,Guadalajara de Buga
169,39,FEMENINO,Buenaventura
170,29,MASCULINO,Popayan
171,24,FEMENINO,Floridablanca
172,44,FEMENINO,Tunja
173,38,MASCULINO,Manizales
174,43,MASCULINO,Pitalito
175,32,MASCULINO,Santa Marta
176,53,MASCULINO,Cali
177,35,FEMENINO,Valledupar
178,48,MASCULINO,Garzon
179,42,FEMENINO,Cali
180,48,FEMENINO,Sabanalarga
181,43,FEMENINO,Barrancabermeja
182,33,FEMENINO,Tulua
183,42,FEMENINO,Valledupar
184,40,FEMENINO,Valledupar
185,44,FEMENINO,Cali
186,45,FEMENINO,Valledupar
187,54,FEMENINO,Sincelejo
188,37,MASCULINO,Apartado
189,36,FEMENINO,Popayan
190,24,FEMENINO,Giron
191,57,MASCULINO,Barrancabermeja
192,48,FEMENINO,Valledupar
193,37,MASCULINO,Cali
194,39,FEMENINO,Chia
195,53,FEMENINO,Florencia
196,30,MASCULINO,Envigado
197,42,MASCULINO,Cartagena
198,22,MASCULINO,Cali
199,56,MASCULINO,Itagui
200,39,MASCULINO,Soacha
201,30,MASCULINO,Soacha
202,43,MASCULINO,Valledupar
203,29,MASCULINO,Barranquilla
204,35,FEMENINO,Zipaquira
205,35,FEMENINO,Monteria
206,38,MASCULINO,Cali
207,33,MASCULINO,Yopal
208,48,MASCULINO,Girardot
209,19,MASCULINO,Tulua
210,45,MASCULINO,Popayan
211,31,MASCULINO,Ibague
212,37,FEMENINO,Cali
213,37,FEMENINO,Cali
214,56,FEMENINO,Buenaventura
215,50,MASCULINO,Cartagena
216,45,FEMENINO,Manizales
217,46,FEMENINO,Medellin
218,27,FEMENINO,Armenia
219,43,FEMENINO,Cali
220,36,MASCULINO,Cucuta
221,47,MASCULINO,Santander de Quilichao
222,43,MASCULINO,Manizales
223,34,FEMENINO,Valledupar
224,30,FEMENINO,Guadalajara de Buga
225,48,MASCULINO,Valledupar
226,53,FEMENINO,Tunja
227,18,FEMENINO,Itagui
228,40,FEMENINO,Manizales
229,38,FEMENINO,Valledupar
230,45,MASCULINO,Valledupar
231,34,FEMENINO,Turbo
232,45,FEMENINO,Aguachica
233,46,FEMENINO,Lorica
234,23,MASCULINO,Valledupar
235,28,FEMENINO,Ocana
236,44,FEMENINO,Ibague
237,44,FEMENINO,Apartado
238,29,MASCULINO,Duitama
239,45,FEMENINO,Quibdo
240,52,FEMENINO,Lorica
241,39,MASCULINO,Barranquilla
242,50,FEMENINO,Villa del Rosario
243,45,MASCULINO,Uribia
244,31,FEMENINO,Guadalajara de Buga
245,39,FEMENINO,Itagui
246,25,MASCULINO,Monteria
247,29,MASCULINO,Manizales
248,29,FEMENINO,Villa del Rosario
249,37,MASCULINO,Caucasia
250,43,MASCULINO,Bello
251,41,FEMENINO,Barrancabermeja
252,48,MASCULINO,Cucuta
253,41,MASCULINO,Soacha
254,47,MASCULINO,Cartago
255,29,FEMENINO,Cali
256,36,MASCULINO,Villa del Rosario
257,54,MASCULINO,Cerete
258,33,MASCULINO,Manizales
259,44,MASCULINO,Medellin
260,48,FEMENINO,Apartado
261,18,MASCULINO,Cerete
262,49,MASCULINO,Lorica
263,18,MASCULINO,Apartado
264,34,MASCULINO,Valledupar
265,40,FEMENINO,Quibdo
266,22,FEMENINO,Valledupar
267,28,MASCULINO,Yopal
268,26,MASCULINO,Manizales
269,32,MASCULINO,Soledad
270,22,FEMENINO,Monteria
271,40,FEMENINO,Popayan
272,57,FEMENINO,Barranquilla
273,23,MASCULINO,Garzon
274,54,MASCULINO,Cartagena
275,34,MASCULINO,Valledupar
276,30,MASCULINO,Valledupar
277,37,MASCULINO,Ocana
278,18,MASCULINO,Pereira
279,45,MASCULINO,Tulua
280,41,MASCULINO,Yopal
281,35,FEMENINO,Soacha
282,28,MASCULINO,Zipaquira
283,29,MASCULINO,Manizales
284,46,FEMENINO,Valledupar
285,52,FEMENINO,Valledupar
286,47,FEMENINO,Envigado
287,49,MASCULINO,Duitama
288,33,MASCULINO,Santa Marta
289,45,MASCULINO,Popayan
290,53,MASCULINO,Chia
291,31,FEMENINO,Armenia
292,38,FEMENINO,Soledad
293,37,FEMENINO,Valledupar
294,44,MASCULINO,Sabanalarga
295,42,FEMENINO,Valledupar
296,45,FEMENINO,Cartago
297,48,FEMENINO,Magangue
298,28,FEMENINO,Barrancabermeja
299,42,MASCULINO,Valledupar
300,43,MASCULINO,Valledupar
301,43,FEMENINO,Piedecuesta
302,52,MASCULINO,Tierralta
303,34,FEMENINO,Girardot
304,44,FEMENINO,Cienaga
305,26,MASCULINO,Buenaventura
306,38,MASCULINO,Manizales
307,42,MASCULINO,Medellin
308,44,FEMENINO,Aguachica
309,30,MASCULINO,Neiva
310,37,MASCULINO,Monteria
311,39,FEMENINO,Envigado
312,45,MASCULINO,Neiva
313,29,FEMENINO,Aguachica
314,39,FEMENINO,Popayan
315,43,MASCULINO,Yumbo
316,31,MASCULINO,Santa Marta
317,33,MASCULINO,Manizales
318,37,FEMENINO,Apartado
319,44,MASCULINO,Guadalajara de Buga
320,42,FEMENINO,Yumbo
321,42,FEMENINO,Manizales
322,52,FEMENINO,Manizales
323,45,MASCULINO,Magangue
324,53,MASCULINO,Ocana
325,50,FEMENINO,Manizales
326,35,MASCULINO,Ipiales
327,52,FEMENINO,Cali
328,34,FEMENINO,Villa del Rosario
329,44,MASCULINO,Magangue
330,24,MASCULINO,Cali
331,39,FEMENINO,Envigado
332,48,FEMENINO,Cartago
333,38,MASCULINO,Garzon
334,31,FEMENINO,Bucaramanga
335,44,MASCULINO,Tulua
336,38,MASCULINO,Valledupar
337,43,MASCULINO,Riohacha
338,44,MASCULINO,Floridablanca
339,37,FEMENINO,Cartagena
340,41,FEMENINO,Popayan
341,42,MASCULINO,Maicao
342,18,FEMENINO,Popayan
343,38,FEMENINO,Uribia
344,46,MASCULINO,Bogota
345,18,FEMENINO,Bucaramanga
346,45,FEMENINO,Cartago
347,34,FEMENINO,Chia
348,32,FEMENINO,Dosquebradas
349,29,MASCULINO,Manizales
350,32,FEMENINO,Sincelejo
351,42,MASCULINO,Pasto
352,47,FEMENINO,Manizales
353,29,FEMENINO,Cucuta
354,29,FEMENINO,Valledupar
355,38,MASCULINO,Valledupar
356,66,FEMENINO,San Andres de Tumaco
357,33,FEMENINO,Rionegro
358,34,MASCULINO,Valledupar
359,54,FEMENINO,Uribia
360,55,FEMENINO,Valledupar
361,41,FEMENINO,Valledupar
362,49,MASCULINO,Cerete
363,23,FEMENINO,Caucasia
364,45,MASCULINO,Sincelejo
365,45,FEMENINO,Valledupar
366,52,MASCULINO,Manizales
367,52,FEMENINO,Maicao
368,36,FEMENINO,Cartagena
369,18,FEMENINO,Cerete
370,63,MASCULINO,Lorica
371,41,MASCULINO,Envigado
372,44,FEMENINO,San Andres de Tumaco
373,39,MASCULINO,Cerete
374,30,MASCULINO,Ocana
375,52,FEMENINO,Soacha
376,40,MASCULINO,Neiva
377,21,FEMENINO,Valledupar
378,44,FEMENINO,Valledupar
379,31,MASCULINO,Rionegro
380,25,MASCULINO,Aguachica
381,43,MASCULINO,Bucaramanga
382,31,MASCULINO,Garzon
383,30,MASCULINO,Buenaventura
384,35,FEMENINO,Manizales
385,33,MASCULINO,Cartagena
386,45,MASCULINO,Piedecuesta
387,39,MASCULINO,Popayan
388,48,MASCULINO,Maicao
389,29,FEMENINO,Villavicencio
390,54,FEMENINO,Caucasia
391,34,FEMENINO,Cartago
392,61,MASCULINO,Yopal
393,35,MASCULINO,Duitama
394,52,FEMENINO,Villa del Rosario
395,33,MASCULINO,Turbo
396,48,MASCULINO,Zipaquira
397,37,MASCULINO,Cartago
398,47,MASCULINO,Garzon
399,66,MASCULINO,Cerete
400,24,MASCULINO,Yopal
401,32,MASCULINO,Cienaga
402,32,FEMENINO,Valledupar
403,53,MASCULINO,Facatativa
404,36,FEMENINO,Santa Marta
405,25,FEMENINO,Garzon
406,48,MASCULINO,Sabanalarga
407,32,MASCULINO,Manizales
408,46,FEMENINO,Apartado
409,38,MASCULINO,Yumbo
410,49,MASCULINO,Yumbo
411,36,FEMENINO,Sincelejo
412,46,FEMENINO,Piedecuesta
413,32,FEMENINO,San Andres de Tumaco
414,44,MASCULINO,Manizales
415,36,MASCULINO,Itagui
416,45,MASCULINO,Yumbo
417,36,MASCULINO,Valledupar
418,24,FEMENINO,Girardot
419,34,FEMENINO,Popayan
420,24,FEMENINO,Lorica
421,53,FEMENINO,Cali
422,31,FEMENINO,Chia
423,43,FEMENINO,Cucuta
424,58,FEMENINO,Valledupar
425,43,MASCULINO,Valledupar
426,43,FEMENINO,Itagui
427,56,MASCULINO,Caucasia
428,40,FEMENINO,Cucuta
429,40,MASCULINO,Valledupar
430,34,FEMENINO,Pasto
431,49,FEMENINO,San Andres de Tumaco
432,36,FEMENINO,Dosquebradas
433,41,MASCULINO,Florencia
434,44,MASCULINO,San Andres de Tumaco
435,35,MASCULINO,Tunja
436,34,FEMENINO,Bucaramanga
437,34,MASCULINO,Yumbo
438,18,FEMENINO,Envigado
439,47,MASCULINO,Sincelejo
440,33,MASCULINO,San Andres de Tumaco
441,33,MASCULINO,Tulua
442,42,MASCULINO,Garzon
443,40,MASCULINO,Manizales
444,34,FEMENINO,Aguachica
445,30,MASCULINO,Cartago
446,38,MASCULINO,Villa del Rosario
447,48,MASCULINO,Neiva
448,31,MASCULINO,Sincelejo
449,48,MASCULINO,Dosquebradas
450,30,MASCULINO,Tulua
451,18,FEMENINO,Valledupar
452,43,FEMENINO,Caucasia
453,33,FEMENINO,Armenia
454,26,MASCULINO,Dosquebradas
455,48,MASCULINO,Guadalajara de Buga
456,36,FEMENINO,Tunja
457,33,MASCULINO,Valledupar
458,44,FEMENINO,Cali
459,41,FEMENINO,Pitalito
460,31,MASCULINO,Santander de Quilichao
461,24,MASCULINO,Dosquebradas
462,33,FEMENINO,Lorica
463,32,FEMENINO,Buenaventura
464,31,MASCULINO,Itagui
465,52,FEMENINO,Turbo
466,35,MASCULINO,Rionegro
467,34,MASCULINO,Valledupar
468,42,FEMENINO,Malambo
469,40,MASCULINO,Piedecuesta
470,47,FEMENINO,Piedecuesta
471,35,MASCULINO,Popayan
472,40,MASCULINO,Santa Marta
473,42,FEMENINO,Manizales
474,26,MASCULINO,Cucuta
475,53,FEMENINO,Soledad
476,39,MASCULINO,Envigado
477,39,MASCULINO,Tierralta
478,46,MASCULINO,Manizales
479,26,FEMENINO,Cartago
480,34,FEMENINO,Cartagena
481,35,MASCULINO,Magangue
482,51,MASCULINO,Cali
483,34,MASCULINO,Yumbo
484,44,FEMENINO,Manizales
485,37,MASCULINO,Barrancabermeja
486,59,FEMENINO,Facatativa
487,54,FEMENINO,Santander de Quilichao
488,51,MASCULINO,Manizales
489,36,MASCULINO,Apartado
490,46,FEMENINO,Armenia
491,30,FEMENINO,Facatativa
492,43,MASCULINO,Popayan
493,39,FEMENINO,Aguachica
494,40,FEMENINO,Valledupar
495,35,FEMENINO,Manizales
496,46,MASCULINO,Facatativa
497,45,FEMENINO,Bucaramanga
498,37,FEMENINO,Popayan
499,48,FEMENINO,Quibdo
500,39,FEMENINO,Florencia
501,33,FEMENINO,Uribia
502,50,MASCULINO,Cienaga
503,38,MASCULINO,Pasto
504,49,MASCULINO,Soledad
505,23,FEMENINO,Malambo
506,38,MASCULINO,Cienaga
507,35,MASCULINO,Valledupar
508,55,MASCULINO,Duitama
509,44,FEMENINO,Ipiales
510,35,MASCULINO,Villa del Rosario
511,53,FEMENINO,Medellin
512,37,FEMENINO,Santander de Quilichao
513,55,FEMENINO,Santander de Quilichao
514,28,FEMENINO,Cucuta
515,33,MASCULINO,Manizales
516,46,FEMENINO,Soacha
517,44,FEMENINO,Soacha
518,44,FEMENINO,Piedecuesta
519,68,MASCULINO,Manizales
520,51,MASCULINO,Popayan
521,42,MASCULINO,Popayan
522,32,FEMENINO,Turbo
523,56,MASCULINO,Duitama
524,38,FEMENINO,Cali
525,43,MASCULINO,Pereira
526,45,FEMENINO,Valledupar
527,42,FEMENINO,Giron
528,44,FEMENINO,Riohacha
529,43,MASCULINO,Aguachica
530,47,MASCULINO,Pitalito
531,35,FEMENINO,Sincelejo
532,52,FEMENINO,Turbo
533,43,FEMENINO,Chia
534,48,FEMENINO,Guadalajara de Buga
535,38,FEMENINO,Riohacha
536,42,MASCULINO,Soledad
537,61,MASCULINO,Villavicencio
538,36,MASCULINO,Lorica
539,33,FEMENINO,Girardot
540,54,FEMENINO,Zipaquira
541,35,MASCULINO,Cali
542,33,FEMENINO,Palmira
543,50,MASCULINO,Quibdo
544,47,MASCULINO,Cartago
545,43,FEMENINO,Valledupar
546,52,MASCULINO,Bello
547,46,MASCULINO,Tunja
548,22,MASCULINO,Santander de Quilichao
549,31,FEMENINO,Cali
550,43,FEMENINO,Barrancabermeja
551,47,MASCULINO,Villavicencio
552,47,FEMENINO,Villa del Rosario
553,27,FEMENINO,Cartago
554,38,FEMENINO,Soacha
555,36,FEMENINO,Cali
556,46,MASCULINO,Manizales
557,44,FEMENINO,Pitalito
558,50,MASCULINO,Pasto
559,43,FEMENINO,Sincelejo
560,46,FEMENINO,Popayan
561,47,FEMENINO,Manaure
562,42,FEMENINO,Soledad
563,50,FEMENINO,Manizales
564,46,FEMENINO,Ibague
565,32,MASCULINO,Malambo
566,40,MASCULINO,Caucasia
567,36,FEMENINO,Floridablanca
568,42,MASCULINO,Valledupar
569,43,MASCULINO,Valledupar
570,36,MASCULINO,Floridablanca
571,52,FEMENINO,Manizales
572,41,FEMENINO,Cucuta
573,59,MASCULINO,Tunja
574,72,FEMENINO,Florencia
575,38,FEMENINO,Cucuta
576,51,MASCULINO,Zipaquira
577,41,MASCULINO,Manizales
578,34,MASCULINO,Zipaquira
579,45,FEMENINO,Apartado
580,46,MASCULINO,Lorica
581,44,MASCULINO,Itagui
582,38,MASCULINO,Soledad
583,32,MASCULINO,Ipiales
584,29,FEMENINO,Uribia
585,37,FEMENINO,Manizales
586,60,MASCULINO,Yumbo
587,45,FEMENINO,Manizales
588,40,MASCULINO,Pasto
589,49,MASCULINO,Valledupar
590,31,FEMENINO,Sogamoso
591,29,FEMENINO,Manizales
592,32,FEMENINO,Soledad
593,59,MASCULINO,Valledupar
594,38,MASCULINO,Valledupar
595,33,FEMENINO,Riohacha
596,52,MASCULINO,San Andres de Tumaco
597,25,FEMENINO,Valledupar
598,57,FEMENINO,Valledupar
599,57,FEMENINO,Floridablanca
600,22,MASCULINO,Cali
601,49,MASCULINO,Fusagasuga
602,39,MASCULINO,Ocana
603,42,MASCULINO,Uribia
604,55,MASCULINO,Valledupar
605,48,MASCULINO,Cali
606,40,MASCULINO,Bello
607,49,FEMENINO,Maicao
608,22,FEMENINO,Cali
609,44,FEMENINO,Manizales
610,28,MASCULINO,Buenaventura
611,32,MASCULINO,Manizales
612,46,FEMENINO,Riohacha
613,34,MASCULINO,Yopal
614,50,FEMENINO,Lorica
615,55,FEMENINO,Ibague
616,35,FEMENINO,Manizales
617,46,MASCULINO,Manizales
618,39,FEMENINO,Manizales
619,31,FEMENINO,Guadalajara de Buga
620,40,FEMENINO,Manizales
621,44,MASCULINO,Cartagena
622,39,FEMENINO,Manizales
623,34,FEMENINO,Cienaga
624,39,MASCULINO,Magangue
625,31,MASCULINO,Yumbo
626,47,FEMENINO,Cartagena
627,37,FEMENINO,Manizales
628,30,MASCULINO,Villa del Rosario
629,43,FEMENINO,Santa Marta
630,34,FEMENINO,Cartagena
631,33,MASCULINO,Caucasia
632,29,MASCULINO,Dosquebradas
633,30,MASCULINO,Valledupar
634,40,MASCULINO,Villavicencio
635,61,FEMENINO,Ibague
636,35,FEMENINO,Medellin
637,37,MASCULINO,Quibdo
638,40,FEMENINO,Santander de Quilichao
639,44,MASCULINO,Palmira
640,27,MASCULINO,Ipiales
641,30,MASCULINO,Valledupar
642,38,MASCULINO,Manizales
643,53,MASCULINO,Pasto
644,49,MASCULINO,Medellin
645,49,MASCULINO,Pereira
646,25,FEMENINO,Turbo
647,31,MASCULINO,Manizales
648,33,MASCULINO,Valledupar
649,43,FEMENINO,Medellin
650,34,FEMENINO,Cali
651,54,FEMENINO,Cienaga
652,52,FEMENINO,Riohacha
653,38,MASCULINO,Rionegro
654,54,MASCULINO,Pitalito
655,46,FEMENINO,Pasto
656,40,MASCULINO,Cali
657,24,MASCULINO,Medellin
658,38,MASCULINO,Cali
659,54,MASCULINO,Valledupar
660,21,MASCULINO,Malambo
661,29,FEMENINO,Cartago
662,35,MASCULINO,Soledad
663,43,MASCULINO,Valledupar
664,45,FEMENINO,Manizales
665,25,FEMENINO,Cienaga
666,46,FEMENINO,Sogamoso
667,29,FEMENINO,Manizales
668,54,MASCULINO,Santa Marta
669,60,FEMENINO,Rionegro
670,71,MASCULINO,Bello
671,50,FEMENINO,Armenia
672,36,MASCULINO,Pasto
673,30,MASCULINO,Rionegro
674,43,FEMENINO,Cerete
675,53,FEMENINO,Floridablanca
676,30,FEMENINO,Chia
677,53,FEMENINO,Tulua
678,48,FEMENINO,Cali
679,34,FEMENINO,Soledad
680,37,FEMENINO,Magangue
681,40,MASCULINO,Zipaquira
682,31,MASCULINO,Manaure
683,33,MASCULINO,Manizales
684,36,MASCULINO,Cucuta
685,30,FEMENINO,Soacha
686,47,MASCULINO,Soledad
687,42,MASCULINO,Medellin
688,48,MASCULINO,Valledupar
689,57,FEMENINO,Cucuta
690,35,FEMENINO,Valledupar
691,25,FEMENINO,Medellin
692,28,MASCULINO,Valledupar
693,38,MASCULINO,Cali
694,38,MASCULINO,Itagui
695,53,MASCULINO,Neiva
696,56,FEMENINO,Cucuta
697,32,MASCULINO,Valledupar
698,38,MASCULINO,Manizales
699,46,MASCULINO,Sincelejo
700,31,FEMENINO,Cienaga
701,36,MASCULINO,Valledupar
702,46,MASCULINO,Chia
703,39,MASCULINO,Bogota
704,50,FEMENINO,Zipaquira
705,34,MASCULINO,Cali
706,30,FEMENINO,Cucuta
707,38,MASCULINO,Ipiales
708,37,FEMENINO,Sogamoso
709,38,FEMENINO,Valledupar
710,27,FEMENINO,Monteria
711,38,FEMENINO,Popayan
712,23,FEMENINO,Pitalito
713,44,MASCULINO,Tunja
714,32,FEMENINO,Tulua
715,64,FEMENINO,Florencia
716,55,MASCULINO,Valledupar
717,44,MASCULINO,Neiva
718,52,MASCULINO,Cucuta
719,44,FEMENINO,Palmira
720,32,FEMENINO,Uribia
721,40,FEMENINO,Valledupar
722,35,MASCULINO,Valledupar
723,48,FEMENINO,Manizales
724,33,FEMENINO,Girardot
725,43,FEMENINO,Barrancabermeja
726,36,MASCULINO,Cartagena
727,25,FEMENINO,Manizales
728,52,FEMENINO,Soledad
729,52,FEMENINO,Sincelejo
730,38,FEMENINO,Giron
731,49,MASCULINO,Zipaquira
732,42,MASCULINO,Maicao
733,29,MASCULINO,Valledupar
734,35,MASCULINO,Magangue
735,45,MASCULINO,Villavicencio
736,26,FEMENINO,Jamundi
737,23,MASCULINO,Caucasia
738,30,MASCULINO,Tulua
739,33,FEMENINO,Popayan
740,49,FEMENINO,Manizales
741,51,FEMENINO,Cali
742,21,MASCULINO,Popayan
743,30,MASCULINO,Facatativa
744,36,FEMENINO,Villavicencio
745,40,MASCULINO,Tulua
746,36,FEMENINO,Cartago
747,41,MASCULINO,Cucuta
748,35,MASCULINO,Manizales
749,39,MASCULINO,Cartago
750,50,FEMENINO,Garzon
751,35,FEMENINO,Guadalajara de Buga
752,34,FEMENINO,Yopal
753,41,MASCULINO,Manaure
754,50,MASCULINO,Apartado
755,57,FEMENINO,Sincelejo
756,19,MASCULINO,Yumbo
757,32,FEMENINO,Manizales
758,49,MASCULINO,Palmira
759,58,FEMENINO,Valledupar
760,37,MASCULINO,Cali
761,27,FEMENINO,Valledupar
762,35,MASCULINO,Aguachica
763,42,MASCULINO,Manizales
764,39,FEMENINO,Apartado
765,38,FEMENINO,Manizales
766,36,MASCULINO,Turbo
767,52,FEMENINO,Villavicencio
768,64,FEMENINO,Sincelejo
769,30,FEMENINO,Soacha
770,45,FEMENINO,Magangue
771,41,FEMENINO,Tulua
772,39,FEMENINO,Santa Marta
773,42,MASCULINO,Giron
774,56,MASCULINO,Pereira
775,37,FEMENINO,Valledupar
776,49,FEMENINO,Soacha
777,41,FEMENINO,Caucasia
778,20,FEMENINO,Buenaventura
779,41,MASCULINO,Pitalito
780,32,FEMENINO,Apartado
781,45,MASCULINO,Quibdo
782,45,MASCULINO,Soacha
783,44,MASCULINO,Cali
784,35,MASCULINO,Apartado
785,37,MASCULINO,Neiva
786,37,FEMENINO,Popayan
787,45,MASCULINO,Manizales
788,49,FEMENINO,Manizales
789,48,FEMENINO,Zipaquira
790,42,FEMENINO,Medellin
791,39,MASCULINO,Sincelejo
792,44,MASCULINO,Tierralta
793,31,MASCULINO,Valledupar
794,39,MASCULINO,Buenaventura
795,34,MASCULINO,Sogamoso
796,38,FEMENINO,Cali
797,23,MASCULINO,Barrancabermeja
798,51,FEMENINO,Garzon
799,18,MASCULINO,Quibdo
800,30,MASCULINO,Manizales
801,51,MASCULINO,Manizales
802,38,FEMENINO,Tulua
803,44,MASCULINO,Santander de Quilichao
804,50,MASCULINO,Dosquebradas
805,30,MASCULINO,Neiva
806,44,FEMENINO,Soacha
807,50,MASCULINO,Girardot
808,30,MASCULINO,Soledad
809,32,MASCULINO,Manizales
810,49,FEMENINO,Popayan
811,31,MASCULINO,Cartagena
812,42,MASCULINO,Cali
813,43,FEMENINO,Caucasia
814,40,MASCULINO,Tulua
815,29,FEMENINO,Popayan
816,44,MASCULINO,Sincelejo
817,43,MASCULINO,Medellin
818,41,FEMENINO,Cartagena
819,55,FEMENINO,Bogota
820,43,FEMENINO,Piedecuesta
821,35,FEMENINO,Cali
822,34,MASCULINO,Popayan
823,46,FEMENINO,Neiva
824,53,MASCULINO,Manizales
825,59,FEMENINO,Villa del Rosario
826,25,MASCULINO,Uribia
827,43,FEMENINO,Zipaquira
828,46,MASCULINO,Santander de Quilichao
829,45,FEMENINO,Tulua
830,38,MASCULINO,Apartado
