USER_ID,EDAD,GENERO,ESTADO_CIVIL,CARRO,PRECIO_POLIZA
83,39,FEMENINO,SOLTERO,Mazda Allegro 2020,2750000
84,43,MASCULINO,SOLTERO,Volkswagen Gol 2015,3625000
85,28,MASCULINO,SOLTERO,Kia Sorento 2014,8350000
86,59,MASCULINO,CASADO,Renault Twingo 2016,3000000
87,42,FEMENINO,SOLTERO,Kia Sportage 2013,6225000
88,50,FEMENINO,CASADO,Kia Picanto 2015,3525000
89,49,MASCULINO,CASADO,Volkswagen Gol 2015,3625000
90,34,MASCULINO,SOLTERO,Mazda Allegro 2012,2550000
91,41,FEMENINO,SOLTERO,Kia Sorento 2016,8400000
92,44,MASCULINO,CASADO,Volkswagen Gol 2017,3675000
93,46,MASCULINO,CASADO,Mazda Seis 2014,7350000
94,29,FEMENINO,CASADO,Kia Sportage 2015,6275000
95,43,FEMENINO,CASADO,Kia Cerato 2013,5325000
96,50,MASCULINO,SOLTERO,Volkswagen Jetta 2015,6125000
97,49,MASCULINO,CASADO,Toyota Corolla 2016,5750000
99,18,FEMENINO,CASADO,Mazda Allegro 2016,2650000
100,49,FEMENINO,CASADO,Toyota Hilux 2015,8875000
101,30,FEMENINO,SOLTERO,Kia Picanto 2015,3525000
102,42,MASCULINO,SOLTERO,Mazda Seis 2013,7325000
103,32,MASCULINO,SOLTERO,Mazda Allegro 2015,2625000
104,43,FEMENINO,CASADO,Renault Clio 2018,3100000
105,33,FEMENINO,CASADO,Mazda BT-50 2015,2425000
106,29,FEMENINO,CASADO,Volkswagen Amarok 2012,6550000
108,38,MASCULINO,CASADO,Renault Twingo 2014,2950000
109,46,FEMENINO,CASADO,Volkswagen Gol 2012,3550000
110,50,MASCULINO,CASADO,Volkswagen Golf 2016,5750000
111,38,FEMENINO,CASADO,Ford Ranger 2014,7850000
112,66,MASCULINO,CASADO,Mazda Allegro 2011,2525000
113,56,MASCULINO,SOLTERO,Mazda Allegro 2016,2650000
114,27,MASCULINO,SOLTERO,Mazda Seis 2019,7475000
115,18,MASCULINO,SOLTERO,Kia Picanto 2010,3400000
116,34,MASCULINO,CASADO,Kia Cerato 2015,5375000
117,27,MASCULINO,SOLTERO,Kia Sportage 2015,6275000
118,44,MASCULINO,CASADO,Volkswagen Gol 2013,3575000
119,54,MASCULINO,CASADO,Toyota Fortuner 2018,8950000
120,33,FEMENINO,CASADO,Chevrolet Aveo 2013,3075000
121,18,FEMENINO,SOLTERO,Kia Rio 2013,4325000
122,34,FEMENINO,CASADO,Kia Cerato 2014,5350000
123,36,FEMENINO,CASADO,Renault Duster 2016,4150000
124,45,MASCULINO,CASADO,Toyota Fortuner 2015,8875000
125,44,FEMENINO,SOLTERO,Kia Picanto 2015,3525000
126,57,MASCULINO,SOLTERO,Volkswagen Beetle 2015,5875000
127,34,FEMENINO,SOLTERO,Mazda Tres 2015,5625000
128,32,FEMENINO,CASADO,Toyota Fortuner 2014,8850000
129,59,MASCULINO,SOLTERO,Mazda Tres 2015,5625000
130,34,MASCULINO,SOLTERO,Toyota Hilux 2016,8900000
131,48,FEMENINO,SOLTERO,Renault Clio 2016,3050000
132,44,MASCULINO,CASADO,Mazda BT-50 2013,2375000
133,26,MASCULINO,SOLTERO,Volkswagen Gol 2017,3675000
134,25,FEMENINO,SOLTERO,Kia Sportage 2015,6275000
135,41,MASCULINO,CASADO,Ford Fiesta 2017,4925000
136,41,MASCULINO,CASADO,Mazda CX5 2016,7900000
137,26,MASCULINO,CASADO,Toyota Hilux 2016,8900000
138,29,FEMENINO,SOLTERO,Volkswagen Amarok 2015,6625000
139,22,FEMENINO,CASADO,Kia Sorento 2014,8350000
140,27,MASCULINO,CASADO,Volkswagen Golf 2014,5700000
141,50,FEMENINO,CASADO,Kia Rio 2016,4400000
142,53,FEMENINO,CASADO,Ford Ranger 2015,7875000
143,39,MASCULINO,CASADO,Mazda Tres 2015,5625000
144,48,FEMENINO,SOLTERO,Toyota Hilux 2013,8825000
145,41,MASCULINO,CASADO,Toyota Corolla 2017,5775000
146,36,MASCULINO,CASADO,Volkswagen Gol 2015,3625000
147,43,FEMENINO,CASADO,Toyota 4Runner 2012,10800000
148,55,FEMENINO,CASADO,Nissan Pathfinder 2019,8475000
149,48,MASCULINO,SOLTERO,Ford EcoSport 2016,5400000
150,34,FEMENINO,CASADO,Volkswagen Golf 2014,5700000
151,42,MASCULINO,CASADO,Volkswagen Golf 2015,5725000
152,57,FEMENINO,SOLTERO,Kia Sportage 2014,6250000
153,62,FEMENINO,SOLTERO,Kia Picanto 2012,3450000
155,32,MASCULINO,CASADO,Ford Escape 2017,6425000
156,46,FEMENINO,CASADO,Ford Explorer 2013,10825000
157,33,MASCULINO,SOLTERO,Ford EcoSport 2018,5450000
158,45,FEMENINO,CASADO,Toyota 4Runner 2013,10825000
159,29,FEMENINO,CASADO,Toyota Prado 2019,13975000
160,19,MASCULINO,CASADO,Renault Twingo 2013,2925000
161,42,FEMENINO,SOLTERO,Kia Sorento 2019,8475000
162,45,MASCULINO,CASADO,Kia Sorento 2017,8425000
163,42,FEMENINO,SOLTERO,Volkswagen Amarok 2015,6625000
164,23,FEMENINO,SOLTERO,Kia Picanto 2015,3525000
165,23,MASCULINO,CASADO,Toyota Hilux 2015,8875000
166,40,FEMENINO,SOLTERO,Kia Sorento 2010,8250000
167,31,MASCULINO,CASADO,Ford EcoSport 2017,5425000
168,38,FEMENINO,SOLTERO,Kia Sorento 2014,8350000
169,35,MASCULINO,SOLTERO,Toyota Corolla 2015,5725000
170,22,MASCULINO,CASADO,Mazda Tres 2011,5525000
171,54,MASCULINO,CASADO,Mazda CX5 2016,7900000
172,49,MASCULINO,CASADO,Ford Ranger 2017,7925000
173,33,MASCULINO,CASADO,Nissan Pathfinder 2017,8425000
174,41,FEMENINO,CASADO,Volkswagen Gol 2017,3675000
175,39,FEMENINO,SOLTERO,Mazda BT-50 2014,2400000
176,42,MASCULINO,CASADO,Mazda Allegro 2016,2650000
177,50,MASCULINO,CASADO,Toyota Fortuner 2012,8800000
178,33,MASCULINO,SOLTERO,Renault Twingo 2013,2925000
179,34,MASCULINO,CASADO,Ford Escape 2010,6250000
180,37,FEMENINO,CASADO,Kia Cerato 2012,5300000
181,32,FEMENINO,SOLTERO,Toyota Fortuner 2013,8825000
182,49,FEMENINO,SOLTERO,Mazda Seis 2016,7400000
183,54,MASCULINO,SOLTERO,Ford Explorer 2018,10950000
184,42,MASCULINO,CASADO,Renault Logan 2014,4000000
185,53,MASCULINO,SOLTERO,Volkswagen Beetle 2014,5850000
186,41,MASCULINO,CASADO,Toyota Hilux 2016,8900000
187,29,MASCULINO,CASADO,Toyota Fortuner 2014,8850000
188,27,FEMENINO,SOLTERO,Ford Fiesta 2017,4925000
189,37,MASCULINO,SOLTERO,Toyota Fortuner 2015,8875000
190,36,MASCULINO,CASADO,Mazda Seis 2014,7350000
191,46,MASCULINO,CASADO,Toyota 4Runner 2016,10900000
192,49,MASCULINO,CASADO,Volkswagen Beetle 2007,5675000
193,31,FEMENINO,CASADO,Mazda Tres 2017,5675000
194,24,FEMENINO,CASADO,Ford Fiesta 2014,4850000
195,49,MASCULINO,SOLTERO,Kia Rio 2019,4475000
196,27,FEMENINO,SOLTERO,Ford Explorer 2014,10850000
197,40,FEMENINO,SOLTERO,Renault Logan 2016,4050000
198,39,MASCULINO,SOLTERO,Chevrolet Aveo 2012,3050000
199,46,MASCULINO,SOLTERO,Volkswagen Golf 2010,5600000
200,55,FEMENINO,CASADO,Kia Picanto 2017,3575000
201,37,MASCULINO,SOLTERO,Toyota Corolla 2015,5725000
202,34,MASCULINO,CASADO,Mazda BT-50 2016,2450000
203,32,MASCULINO,CASADO,Kia Rio 2018,4450000
204,35,MASCULINO,CASADO,Volkswagen Gol 2015,3625000
205,46,MASCULINO,CASADO,Toyota Corolla 2012,5650000
206,46,MASCULINO,CASADO,Kia Rio 2012,4300000
207,37,FEMENINO,SOLTERO,Mazda BT-50 2017,2475000
208,46,MASCULINO,SOLTERO,Ford Ranger 2014,7850000
209,47,FEMENINO,CASADO,Volkswagen Beetle 2016,5900000
210,66,FEMENINO,CASADO,Kia Sorento 2014,8350000
211,26,FEMENINO,CASADO,Volkswagen Amarok 2010,6500000
212,46,MASCULINO,SOLTERO,Kia Sportage 2016,6300000
213,39,FEMENINO,CASADO,Chevrolet Spark GT 2017,3675000
214,32,MASCULINO,CASADO,Volkswagen Amarok 2016,6650000
215,43,MASCULINO,SOLTERO,Renault Clio 2014,3000000
216,44,MASCULINO,CASADO,Volkswagen Golf 2013,5675000
217,40,FEMENINO,CASADO,Mazda Tres 2015,5625000
218,25,MASCULINO,CASADO,Kia Sorento 2015,8375000
219,46,MASCULINO,SOLTERO,Nissan Pathfinder 2013,8325000
220,46,MASCULINO,SOLTERO,Ford Escape 2016,6400000
221,45,FEMENINO,SOLTERO,Renault Duster 2017,4175000
222,43,FEMENINO,CASADO,Volkswagen Golf 2013,5675000
223,54,MASCULINO,CASADO,Renault Logan 2015,4025000
224,36,MASCULINO,CASADO,Nissan March 2015,4125000
225,43,FEMENINO,SOLTERO,Toyota Hilux 2014,8850000
226,37,MASCULINO,SOLTERO,Toyota Corolla 2015,5725000
227,32,FEMENINO,SOLTERO,Nissan Pathfinder 2012,8300000
228,38,FEMENINO,SOLTERO,Kia Sorento 2013,8325000
229,38,MASCULINO,CASADO,Mazda Seis 2013,7325000
230,35,FEMENINO,CASADO,Toyota 4Runner 2009,10725000
231,51,FEMENINO,CASADO,Volkswagen Jetta 2016,6150000
232,43,MASCULINO,CASADO,Kia Picanto 2011,3425000
233,37,MASCULINO,SOLTERO,Volkswagen Beetle 2017,5925000
234,41,FEMENINO,CASADO,Volkswagen Gol 2017,3675000
235,37,MASCULINO,CASADO,Toyota Fortuner 2015,8875000
236,36,FEMENINO,CASADO,Toyota 4Runner 2014,10850000
237,37,FEMENINO,SOLTERO,Toyota Hilux 2016,8900000
238,34,MASCULINO,CASADO,Kia Cerato 2014,5350000
240,25,MASCULINO,CASADO,Volkswagen Amarok 2015,6625000
242,31,MASCULINO,SOLTERO,Mazda Seis 2014,7350000
244,40,FEMENINO,SOLTERO,Toyota 4Runner 2015,10875000
245,34,FEMENINO,CASADO,Volkswagen Beetle 2014,5850000
246,50,FEMENINO,SOLTERO,Volkswagen Amarok 2013,6575000
247,21,FEMENINO,SOLTERO,Ford Escape 2017,6425000
248,35,MASCULINO,SOLTERO,Volkswagen Golf 2017,5775000
249,43,MASCULINO,CASADO,Chevrolet Sail 2014,3600000
250,41,FEMENINO,SOLTERO,Mazda CX5 2015,7875000
251,39,MASCULINO,CASADO,Volkswagen Jetta 2016,6150000
252,46,FEMENINO,CASADO,Renault Sandero 2013,3825000
253,57,FEMENINO,SOLTERO,Renault Sandero 2012,3800000
254,51,FEMENINO,SOLTERO,Toyota Hilux 2014,8850000
256,18,FEMENINO,CASADO,Ford Fiesta 2013,4825000
257,48,MASCULINO,CASADO,Volkswagen Gol 2016,3650000
258,37,MASCULINO,SOLTERO,Kia Cerato 2015,5375000
259,43,FEMENINO,SOLTERO,Mazda CX5 2016,7900000
260,36,MASCULINO,CASADO,Ford Escape 2013,6325000
261,52,MASCULINO,CASADO,Toyota Corolla 2012,5650000
262,32,MASCULINO,CASADO,Mazda Seis 2015,7375000
263,26,FEMENINO,SOLTERO,Kia Picanto 2016,3550000
264,37,MASCULINO,CASADO,Volkswagen Gol 2014,3600000
265,38,MASCULINO,SOLTERO,Nissan Pathfinder 2013,8325000
266,39,FEMENINO,CASADO,Ford Escape 2016,6400000
267,25,FEMENINO,SOLTERO,Ford Escape 2015,6375000
268,57,MASCULINO,SOLTERO,Mazda BT-50 2014,2400000
269,39,MASCULINO,CASADO,Kia Sorento 2015,8375000
270,44,FEMENINO,CASADO,Volkswagen Beetle 2014,5850000
271,35,FEMENINO,SOLTERO,Kia Cerato 2019,5475000
272,28,FEMENINO,SOLTERO,Renault Clio 2015,3025000
273,38,FEMENINO,SOLTERO,Mazda BT-50 2019,2525000
274,49,FEMENINO,CASADO,Kia Sorento 2014,8350000
275,39,MASCULINO,CASADO,Mazda BT-50 2015,2425000
276,20,MASCULINO,CASADO,Kia Rio 2016,4400000
277,30,MASCULINO,CASADO,Toyota Hilux 2015,8875000
278,40,MASCULINO,CASADO,Volkswagen Amarok 2014,6600000
279,48,MASCULINO,SOLTERO,Volkswagen Beetle 2015,5875000
280,46,MASCULINO,SOLTERO,Kia Sportage 2015,6275000
281,47,MASCULINO,CASADO,Kia Cerato 2017,5425000
282,18,MASCULINO,CASADO,Chevrolet Aveo 2014,3100000
283,36,MASCULINO,CASADO,Nissan Pathfinder 2015,8375000
284,56,MASCULINO,CASADO,Volkswagen Jetta 2013,6075000
285,38,MASCULINO,CASADO,Ford Explorer 2012,10800000
286,29,FEMENINO,SOLTERO,Volkswagen Golf 2016,5750000
287,19,FEMENINO,CASADO,Nissan Pathfinder 2015,8375000
288,53,FEMENINO,SOLTERO,Renault Twingo 2012,2900000
289,48,MASCULINO,CASADO,Nissan Pathfinder 2015,8375000
290,49,FEMENINO,SOLTERO,Volkswagen Jetta 2013,6075000
291,47,MASCULINO,CASADO,Volkswagen Jetta 2016,6150000
292,23,FEMENINO,SOLTERO,Volkswagen Jetta 2015,6125000
293,26,FEMENINO,CASADO,Volkswagen Jetta 2015,6125000
294,42,FEMENINO,CASADO,Kia Sorento 2015,8375000
295,34,MASCULINO,SOLTERO,Mazda Tres 2013,5575000
296,49,FEMENINO,SOLTERO,Mazda BT-50 2017,2475000
297,56,MASCULINO,CASADO,Kia Sportage 2015,6275000
298,48,FEMENINO,SOLTERO,Kia Sportage 2014,6250000
299,54,MASCULINO,SOLTERO,Kia Sorento 2013,8325000
300,54,MASCULINO,SOLTERO,Ford Explorer 2018,10950000
301,18,FEMENINO,CASADO,Mazda Allegro 2015,2625000
302,24,FEMENINO,SOLTERO,Kia Rio 2016,4400000
303,28,MASCULINO,SOLTERO,Toyota Fortuner 2015,8875000
304,42,FEMENINO,CASADO,Toyota Corolla 2014,5700000
305,39,FEMENINO,CASADO,Renault Sandero 2013,3825000
306,33,FEMENINO,SOLTERO,Volkswagen Amarok 2016,6650000
307,59,MASCULINO,CASADO,Nissan Sentra 2015,5125000
308,41,FEMENINO,CASADO,Kia Rio 2017,4425000
309,46,FEMENINO,SOLTERO,Ford Escape 2010,6250000
310,40,FEMENINO,SOLTERO,Kia Cerato 2013,5325000
311,25,FEMENINO,CASADO,Chevrolet Aveo 2015,3125000
312,46,FEMENINO,SOLTERO,Kia Sorento 2010,8250000
313,51,MASCULINO,CASADO,Chevrolet Aveo 2014,3100000
314,53,MASCULINO,SOLTERO,Mazda Allegro 2017,2675000
315,40,MASCULINO,SOLTERO,Kia Sportage 2019,6375000
316,22,FEMENINO,SOLTERO,Volkswagen Amarok 2015,6625000
317,38,FEMENINO,CASADO,Volkswagen Jetta 2014,6100000
318,26,FEMENINO,SOLTERO,Renault Logan 2014,4000000
319,39,MASCULINO,CASADO,Toyota Prado 2014,13850000
320,20,MASCULINO,CASADO,Toyota Corolla 2013,5675000
321,32,MASCULINO,SOLTERO,Ford Fiesta 2015,4875000
322,39,MASCULINO,SOLTERO,Toyota Fortuner 2013,8825000
323,38,MASCULINO,SOLTERO,Toyota Fortuner 2014,8850000
324,32,FEMENINO,SOLTERO,Volkswagen Beetle 2010,5750000
325,55,FEMENINO,SOLTERO,Nissan Pathfinder 2012,8300000
326,22,MASCULINO,CASADO,Ford Ranger 2018,7950000
327,20,MASCULINO,SOLTERO,Toyota Prado 2015,13875000
328,46,MASCULINO,CASADO,Nissan Pathfinder 2014,8350000
329,27,MASCULINO,SOLTERO,Renault Clio 2015,3025000
330,45,FEMENINO,CASADO,Ford Explorer 2013,10825000
331,29,FEMENINO,SOLTERO,Toyota Prado 2015,13875000
332,31,MASCULINO,SOLTERO,Ford Escape 2015,6375000
333,32,MASCULINO,SOLTERO,Mazda Seis 2012,7300000
334,23,FEMENINO,SOLTERO,Renault Logan 2016,4050000
335,30,MASCULINO,SOLTERO,Mazda CX5 2014,7850000
336,41,FEMENINO,SOLTERO,Nissan Pathfinder 2013,8325000
337,27,FEMENINO,CASADO,Mazda Tres 2016,5650000
338,55,FEMENINO,CASADO,Chevrolet Aveo 2016,3150000
339,51,FEMENINO,SOLTERO,Toyota Prado 2012,13800000
340,30,FEMENINO,SOLTERO,Kia Cerato 2015,5375000
341,34,FEMENINO,CASADO,Ford Ranger 2010,7750000
342,52,FEMENINO,SOLTERO,Volkswagen Gol 2011,3525000
343,39,FEMENINO,CASADO,Volkswagen Golf 2018,5800000
344,31,FEMENINO,SOLTERO,Mazda Seis 2011,7275000
345,32,MASCULINO,CASADO,Toyota Prado 2016,13900000
346,45,FEMENINO,CASADO,Renault Logan 2012,3950000
347,31,MASCULINO,CASADO,Kia Sorento 2015,8375000
348,28,FEMENINO,CASADO,Volkswagen Jetta 2016,6150000
349,44,MASCULINO,SOLTERO,Kia Sportage 2014,6250000
350,47,FEMENINO,CASADO,Toyota Hilux 2013,8825000
351,43,MASCULINO,CASADO,Kia Sorento 2016,8400000
352,23,MASCULINO,SOLTERO,Volkswagen Jetta 2014,6100000
353,48,FEMENINO,SOLTERO,Mazda Tres 2015,5625000
354,27,FEMENINO,CASADO,Volkswagen Golf 2013,5675000
355,43,FEMENINO,SOLTERO,Kia Sportage 2012,6200000
356,27,MASCULINO,SOLTERO,Toyota Hilux 2015,8875000
357,24,MASCULINO,CASADO,Toyota 4Runner 2014,10850000
358,32,MASCULINO,SOLTERO,Kia Cerato 2017,5425000
359,38,FEMENINO,SOLTERO,Toyota 4Runner 2015,10875000
360,42,FEMENINO,CASADO,Mazda Tres 2015,5625000
361,25,MASCULINO,CASADO,Volkswagen Golf 2016,5750000
362,18,MASCULINO,CASADO,Volkswagen Jetta 2014,6100000
363,43,FEMENINO,SOLTERO,Volkswagen Gol 2014,3600000
364,32,FEMENINO,CASADO,Volkswagen Gol 2018,3700000
365,42,FEMENINO,CASADO,Chevrolet Sail 2013,3575000
366,38,MASCULINO,CASADO,Volkswagen Gol 2013,3575000
367,55,FEMENINO,CASADO,Volkswagen Gol 2017,3675000
368,42,MASCULINO,SOLTERO,Toyota 4Runner 2015,10875000
369,47,FEMENINO,SOLTERO,Toyota Prado 2014,13850000
370,30,MASCULINO,SOLTERO,Ford Ranger 2015,7875000
371,30,FEMENINO,CASADO,Kia Cerato 2016,5400000
372,45,FEMENINO,SOLTERO,Mazda BT-50 2014,2400000
373,39,FEMENINO,SOLTERO,Kia Sportage 2015,6275000
374,40,MASCULINO,CASADO,Volkswagen Golf 2017,5775000
375,39,FEMENINO,CASADO,Volkswagen Gol 2015,3625000
376,53,FEMENINO,SOLTERO,Renault Twingo 2014,2950000
377,37,MASCULINO,CASADO,Kia Cerato 2015,5375000
378,28,FEMENINO,SOLTERO,Toyota Prado 2017,13925000
379,38,FEMENINO,SOLTERO,Volkswagen Beetle 2014,5850000
380,49,MASCULINO,SOLTERO,Renault Logan 2017,4075000
381,47,MASCULINO,CASADO,Toyota Hilux 2014,8850000
382,18,FEMENINO,CASADO,Chevrolet Aveo 2014,3100000
383,43,MASCULINO,CASADO,Chevrolet Aveo 2017,3175000
384,26,MASCULINO,SOLTERO,Kia Rio 2012,4300000
385,53,MASCULINO,CASADO,Mazda Seis 2011,7275000
386,44,FEMENINO,SOLTERO,Volkswagen Jetta 2017,6175000
387,51,MASCULINO,SOLTERO,Kia Sportage 2015,6275000
388,54,FEMENINO,SOLTERO,Mazda Tres 2018,5700000
389,41,FEMENINO,CASADO,Mazda Tres 2013,5575000
390,50,MASCULINO,SOLTERO,Renault Logan 2013,3975000
391,32,FEMENINO,SOLTERO,Mazda Seis 2014,7350000
392,42,FEMENINO,CASADO,Volkswagen Gol 2012,3550000
393,40,FEMENINO,SOLTERO,Ford Escape 2015,6375000
394,25,FEMENINO,SOLTERO,Ford Explorer 2015,10875000
395,41,FEMENINO,SOLTERO,Toyota 4Runner 2012,10800000
396,47,MASCULINO,SOLTERO,Ford Explorer 2012,10800000
397,50,MASCULINO,CASADO,Volkswagen Jetta 2012,6050000
398,47,FEMENINO,SOLTERO,Volkswagen Amarok 2016,6650000
399,41,MASCULINO,CASADO,Chevrolet Spark GT 2019,3725000
400,47,MASCULINO,CASADO,Mazda Allegro 2016,2650000
401,31,MASCULINO,SOLTERO,Mazda Allegro 2016,2650000
402,27,FEMENINO,CASADO,Nissan March 2014,4100000
403,53,FEMENINO,CASADO,Volkswagen Jetta 2013,6075000
404,36,FEMENINO,CASADO,Ford Ranger 2018,7950000
405,36,MASCULINO,CASADO,Mazda Tres 2014,5600000
406,50,FEMENINO,SOLTERO,Chevrolet Aveo 2011,3025000
407,34,MASCULINO,CASADO,Renault Clio 2017,3075000
408,22,FEMENINO,SOLTERO,Kia Picanto 2016,3550000
409,41,MASCULINO,CASADO,Ford Fiesta 2013,4825000
410,40,MASCULINO,SOLTERO,Renault Duster 2015,4125000
411,34,MASCULINO,SOLTERO,Ford Fiesta 2016,4900000
412,31,MASCULINO,SOLTERO,Volkswagen Jetta 2017,6175000
413,29,MASCULINO,CASADO,Mazda Seis 2014,7350000
414,39,MASCULINO,CASADO,Mazda Seis 2013,7325000
415,44,FEMENINO,SOLTERO,Kia Sorento 2016,8400000
416,30,FEMENINO,CASADO,Kia Picanto 2018,3600000
417,24,MASCULINO,SOLTERO,Mazda CX5 2017,7925000
418,49,FEMENINO,SOLTERO,Toyota Fortuner 2014,8850000
419,37,MASCULINO,CASADO,Mazda CX5 2014,7850000
420,30,MASCULINO,CASADO,Kia Sportage 2014,6250000
421,57,MASCULINO,SOLTERO,Mazda Allegro 2016,2650000
423,51,FEMENINO,SOLTERO,Toyota Corolla 2016,5750000
424,45,FEMENINO,SOLTERO,Kia Sorento 2014,8350000
425,44,FEMENINO,SOLTERO,Volkswagen Golf 2011,5625000
426,32,FEMENINO,SOLTERO,Mazda Allegro 2012,2550000
427,46,MASCULINO,SOLTERO,Mazda BT-50 2014,2400000
428,30,FEMENINO,SOLTERO,Mazda Seis 2014,7350000
429,40,FEMENINO,SOLTERO,Mazda BT-50 2014,2400000
430,29,FEMENINO,CASADO,Kia Sorento 2017,8425000
431,38,FEMENINO,SOLTERO,Chevrolet Aveo 2013,3075000
432,34,FEMENINO,CASADO,Kia Sportage 2013,6225000
433,41,MASCULINO,CASADO,Volkswagen Beetle 2013,5825000
434,53,MASCULINO,CASADO,Toyota Corolla 2017,5775000
